algorithm,error_rate,runtime_sec,K,S,H,T,requested_traj_per_user,n_traj_per_user,n_effective_transitions_per_user,repeat,run_seed
ours_stage1plus2_em10,0.1466666666666666,4.979825617745519,10,100,80,750,75,75,6000,21,82767
mdpmix_original_clust_th1e-06,0.802,11.630707072094083,10,100,80,750,75,75,6000,21,82767
mdpmix_original_em_th1e-06,0.476,0.9260740783065557,10,100,80,750,75,75,6000,21,82767
mdpmix_original_clust_th5e-06,0.74,9.893192643299699,10,100,80,750,75,75,6000,21,82767
mdpmix_original_em_th5e-06,0.5493333333333333,0.49379531294107437,10,100,80,750,75,75,6000,21,82767
mdpmix_original_clust_th1e-05,0.6659999999999999,7.3322997242212296,10,100,80,750,75,75,6000,21,82767
mdpmix_original_em_th1e-05,0.556,0.5201526079326868,10,100,80,750,75,75,6000,21,82767
ours_stage1,0.04133333333333333,163.2235436309129,10,100,80,750,75,75,6000,22,82768
ours_stage1plus2_em10,0.033333333333333326,3.7125049494206905,10,100,80,750,75,75,6000,22,82768
mdpmix_original_clust_th1e-06,0.802,9.515787338837981,10,100,80,750,75,75,6000,22,82768
mdpmix_original_em_th1e-06,0.43466666666666665,0.4215743560343981,10,100,80,750,75,75,6000,22,82768
mdpmix_original_clust_th5e-06,0.744,7.370939197018743,10,100,80,750,75,75,6000,22,82768
mdpmix_original_em_th5e-06,0.5893333333333333,0.36808566004037857,10,100,80,750,75,75,6000,22,82768
mdpmix_original_clust_th1e-05,0.602,6.769587120041251,10,100,80,750,75,75,6000,22,82768
mdpmix_original_em_th1e-05,0.45733333333333337,0.2350350022315979,10,100,80,750,75,75,6000,22,82768
ours_stage1,0.16400000000000003,166.80153676308692,10,100,80,750,75,75,6000,23,82769
ours_stage1plus2_em10,0.14800000000000002,4.648801293224096,10,100,80,750,75,75,6000,23,82769
mdpmix_original_clust_th1e-06,0.756,10.636079873889685,10,100,80,750,75,75,6000,23,82769
mdpmix_original_em_th1e-06,0.4066666666666666,0.4219888411462307,10,100,80,750,75,75,6000,23,82769
mdpmix_original_clust_th5e-06,0.76,9.479318648576736,10,100,80,750,75,75,6000,23,82769
mdpmix_original_em_th5e-06,0.556,0.5805621109902859,10,100,80,750,75,75,6000,23,82769
mdpmix_original_clust_th1e-05,0.628,8.407517556101084,10,100,80,750,75,75,6000,23,82769
mdpmix_original_em_th1e-05,0.472,0.6089138705283403,10,100,80,750,75,75,6000,23,82769
ours_stage1,0.04266666666666663,317.3024879693985,10,100,80,750,75,75,6000,24,82770
ours_stage1plus2_em10,0.033333333333333326,1.0796895809471607,10,100,80,750,75,75,6000,24,82770
mdpmix_original_clust_th1e-06,0.798,5.592163689434528,10,100,80,750,75,75,6000,24,82770
mdpmix_original_em_th1e-06,0.4613333333333334,0.15160773880779743,10,100,80,750,75,75,6000,24,82770
mdpmix_original_clust_th5e-06,0.6859999999999999,3.282517395913601,10,100,80,750,75,75,6000,24,82770
mdpmix_original_em_th5e-06,0.5266666666666666,0.1284457091242075,10,100,80,750,75,75,6000,24,82770
mdpmix_original_clust_th1e-05,0.604,3.012377791106701,10,100,80,750,75,75,6000,24,82770
mdpmix_original_em_th1e-05,0.43600000000000005,0.12789242155849934,10,100,80,750,75,75,6000,24,82770
ours_stage1,0.15066666666666662,328.2179956138134,10,100,80,750,75,75,6000,25,82771
ours_stage1plus2_em10,0.13866666666666672,2.7234946247190237,10,100,80,750,75,75,6000,25,82771
mdpmix_original_clust_th1e-06,0.8200000000000001,16.988960817456245,10,100,80,750,75,75,6000,25,82771
mdpmix_original_em_th1e-06,0.3946666666666667,0.4624352026730776,10,100,80,750,75,75,6000,25,82771
mdpmix_original_clust_th5e-06,0.6579999999999999,13.241331532597542,10,100,80,750,75,75,6000,25,82771
mdpmix_original_em_th5e-06,0.472,1.984142281115055,10,100,80,750,75,75,6000,25,82771
mdpmix_original_clust_th1e-05,0.618,9.64697615429759,10,100,80,750,75,75,6000,25,82771
mdpmix_original_em_th1e-05,0.45599999999999996,0.1564928237348795,10,100,80,750,75,75,6000,25,82771
ours_stage1,0.16400000000000003,332.9745474103838,10,100,80,750,75,75,6000,26,82772
ours_stage1plus2_em10,0.14800000000000002,3.117839263752103,10,100,80,750,75,75,6000,26,82772
mdpmix_original_clust_th1e-06,0.772,14.632017724215984,10,100,80,750,75,75,6000,26,82772
mdpmix_original_em_th1e-06,0.5640000000000001,0.25148276053369045,10,100,80,750,75,75,6000,26,82772
mdpmix_original_clust_th5e-06,0.798,9.777797317132354,10,100,80,750,75,75,6000,26,82772
mdpmix_original_em_th5e-06,0.632,0.2835189010947943,10,100,80,750,75,75,6000,26,82772
mdpmix_original_clust_th1e-05,0.626,4.599597377702594,10,100,80,750,75,75,6000,26,82772
mdpmix_original_em_th1e-05,0.46266666666666667,0.17682430520653725,10,100,80,750,75,75,6000,26,82772
ours_stage1,0.1466666666666666,333.28923006914556,10,100,80,750,75,75,6000,27,82773
ours_stage1plus2_em10,0.13866666666666672,3.5001940727233887,10,100,80,750,75,75,6000,27,82773
mdpmix_original_clust_th1e-06,0.8140000000000001,15.111421065405011,10,100,80,750,75,75,6000,27,82773
mdpmix_original_em_th1e-06,0.4933333333333333,0.5125915464013815,10,100,80,750,75,75,6000,27,82773
mdpmix_original_clust_th5e-06,0.718,5.699942417442799,10,100,80,750,75,75,6000,27,82773
mdpmix_original_em_th5e-06,0.5640000000000001,0.13700994290411472,10,100,80,750,75,75,6000,27,82773
mdpmix_original_clust_th1e-05,0.622,3.78453597612679,10,100,80,750,75,75,6000,27,82773
mdpmix_original_em_th1e-05,0.5213333333333333,0.13010364770889282,10,100,80,750,75,75,6000,27,82773
ours_stage1,0.16266666666666663,301.31987722963095,10,100,80,750,75,75,6000,28,82774
ours_stage1plus2_em10,0.1466666666666666,2.949684025719762,10,100,80,750,75,75,6000,28,82774
mdpmix_original_clust_th1e-06,0.798,11.764746880158782,10,100,80,750,75,75,6000,28,82774
mdpmix_original_em_th1e-06,0.43466666666666665,0.505682323127985,10,100,80,750,75,75,6000,28,82774
mdpmix_original_clust_th5e-06,0.552,11.362358713522553,10,100,80,750,75,75,6000,28,82774
mdpmix_original_em_th5e-06,0.3813333333333333,0.3666903227567673,10,100,80,750,75,75,6000,28,82774
mdpmix_original_clust_th1e-05,0.5800000000000001,4.997014781460166,10,100,80,750,75,75,6000,28,82774
mdpmix_original_em_th1e-05,0.4773333333333334,0.15149342641234398,10,100,80,750,75,75,6000,28,82774
ours_stage1,0.04133333333333333,170.44040489196777,10,100,80,750,75,75,6000,29,82775
ours_stage1plus2_em10,0.033333333333333326,1.508063167333603,10,100,80,750,75,75,6000,29,82775
mdpmix_original_clust_th1e-06,0.846,11.6022210996598,10,100,80,750,75,75,6000,29,82775
mdpmix_original_em_th1e-06,0.6173333333333333,0.3977889399975538,10,100,80,750,75,75,6000,29,82775
mdpmix_original_clust_th5e-06,0.734,7.65411545149982,10,100,80,750,75,75,6000,29,82775
mdpmix_original_em_th5e-06,0.5546666666666666,0.285616435110569,10,100,80,750,75,75,6000,29,82775
mdpmix_original_clust_th1e-05,0.556,8.80164392106235,10,100,80,750,75,75,6000,29,82775
mdpmix_original_em_th1e-05,0.44133333333333336,0.3428993970155716,10,100,80,750,75,75,6000,29,82775
ours_stage1,0.053333333333333344,325.67002939619124,10,100,90,750,75,75,6750,0,92836
ours_stage1plus2_em10,0.04400000000000004,3.213044550269842,10,100,90,750,75,75,6750,0,92836
mdpmix_original_clust_th1e-06,0.8160000000000001,9.884304089471698,10,100,90,750,75,75,6750,0,92836
mdpmix_original_em_th1e-06,0.348,0.387588482350111,10,100,90,750,75,75,6750,0,92836
mdpmix_original_clust_th5e-06,0.702,10.525363106280565,10,100,90,750,75,75,6750,0,92836
mdpmix_original_em_th5e-06,0.33999999999999997,0.4553221594542265,10,100,90,750,75,75,6750,0,92836
mdpmix_original_clust_th1e-05,0.654,8.389374563470483,10,100,90,750,75,75,6750,0,92836
mdpmix_original_em_th1e-05,0.5213333333333333,0.38913642801344395,10,100,90,750,75,75,6750,0,92836
ours_stage1,0.16666666666666663,211.50882412306964,10,100,90,750,75,75,6750,1,92837
ours_stage1plus2_em10,0.15733333333333333,1.2535820342600346,10,100,90,750,75,75,6750,1,92837
mdpmix_original_clust_th1e-06,0.836,14.330916833132505,10,100,90,750,75,75,6750,1,92837
mdpmix_original_em_th1e-06,0.652,0.7365547213703394,10,100,90,750,75,75,6750,1,92837
mdpmix_original_clust_th5e-06,0.73,11.923997996374965,10,100,90,750,75,75,6750,1,92837
mdpmix_original_em_th5e-06,0.5466666666666666,0.4633688237518072,10,100,90,750,75,75,6750,1,92837
mdpmix_original_clust_th1e-05,0.504,8.453112568706274,10,100,90,750,75,75,6750,1,92837
mdpmix_original_em_th1e-05,0.33199999999999996,1.7435914892703295,10,100,90,750,75,75,6750,1,92837
ours_stage1,0.16666666666666663,193.05519555322826,10,100,90,750,75,75,6750,2,92838
ours_stage1plus2_em10,0.15733333333333333,10.173138704150915,10,100,90,750,75,75,6750,2,92838
mdpmix_original_clust_th1e-06,0.812,18.620155051350594,10,100,90,750,75,75,6750,2,92838
mdpmix_original_em_th1e-06,0.604,0.633835831657052,10,100,90,750,75,75,6750,2,92838
mdpmix_original_clust_th5e-06,0.792,11.251204770058393,10,100,90,750,75,75,6750,2,92838
mdpmix_original_em_th5e-06,0.612,0.5970429982990026,10,100,90,750,75,75,6750,2,92838
mdpmix_original_clust_th1e-05,0.484,14.734139952808619,10,100,90,750,75,75,6750,2,92838
mdpmix_original_em_th1e-05,0.31200000000000006,1.2849748227745295,10,100,90,750,75,75,6750,2,92838
ours_stage1,0.052000000000000046,140.2344973757863,10,100,90,750,75,75,6750,3,92839
ours_stage1plus2_em10,0.04400000000000004,3.1388350799679756,10,100,90,750,75,75,6750,3,92839
mdpmix_original_clust_th1e-06,0.84,13.72143349610269,10,100,90,750,75,75,6750,3,92839
mdpmix_original_em_th1e-06,0.528,0.6932878866791725,10,100,90,750,75,75,6750,3,92839
mdpmix_original_clust_th5e-06,0.6659999999999999,12.367796083912253,10,100,90,750,75,75,6750,3,92839
mdpmix_original_em_th5e-06,0.41466666666666663,0.8332208581268787,10,100,90,750,75,75,6750,3,92839
mdpmix_original_clust_th1e-05,0.632,17.241645930334926,10,100,90,750,75,75,6750,3,92839
mdpmix_original_em_th1e-05,0.42800000000000005,1.485396683216095,10,100,90,750,75,75,6750,3,92839
ours_stage1,0.053333333333333344,143.81255565583706,10,100,90,750,75,75,6750,4,92840
ours_stage1plus2_em10,0.04266666666666663,2.183341294527054,10,100,90,750,75,75,6750,4,92840
mdpmix_original_clust_th1e-06,0.794,31.496687214821577,10,100,90,750,75,75,6750,4,92840
mdpmix_original_em_th1e-06,0.4013333333333333,2.092055208981037,10,100,90,750,75,75,6750,4,92840
mdpmix_original_clust_th5e-06,0.786,25.989285845309496,10,100,90,750,75,75,6750,4,92840
mdpmix_original_em_th5e-06,0.43466666666666665,0.8054314889013767,10,100,90,750,75,75,6750,4,92840
mdpmix_original_clust_th1e-05,0.626,14.821120550855994,10,100,90,750,75,75,6750,4,92840
mdpmix_original_em_th1e-05,0.504,1.2202485669404268,10,100,90,750,75,75,6750,4,92840
ours_stage1,0.16266666666666663,171.01061174832284,10,100,90,750,75,75,6750,5,92841
ours_stage1plus2_em10,0.15600000000000003,2.179587997496128,10,100,90,750,75,75,6750,5,92841
mdpmix_original_clust_th1e-06,0.8140000000000001,9.750996492803097,10,100,90,750,75,75,6750,5,92841
mdpmix_original_em_th1e-06,0.29733333333333334,0.660900454968214,10,100,90,750,75,75,6750,5,92841
mdpmix_original_clust_th5e-06,0.8280000000000001,9.148115817457438,10,100,90,750,75,75,6750,5,92841
mdpmix_original_em_th5e-06,0.5506666666666666,0.5016079414635897,10,100,90,750,75,75,6750,5,92841
mdpmix_original_clust_th1e-05,0.618,9.390879724174738,10,100,90,750,75,75,6750,5,92841
mdpmix_original_em_th1e-05,0.43466666666666665,0.33189333602786064,10,100,90,750,75,75,6750,5,92841
ours_stage1,0.14266666666666672,210.97135544382036,10,100,90,750,75,75,6750,6,92842
ours_stage1plus2_em10,0.13866666666666672,1.8595710024237633,10,100,90,750,75,75,6750,6,92842
mdpmix_original_clust_th1e-06,0.83,19.673814572393894,10,100,90,750,75,75,6750,6,92842
mdpmix_original_em_th1e-06,0.3586666666666667,0.8820671811699867,10,100,90,750,75,75,6750,6,92842
mdpmix_original_clust_th5e-06,0.6859999999999999,11.846688335761428,10,100,90,750,75,75,6750,6,92842
mdpmix_original_em_th5e-06,0.32133333333333336,0.4778102934360504,10,100,90,750,75,75,6750,6,92842
mdpmix_original_clust_th1e-05,0.5780000000000001,9.04404596798122,10,100,90,750,75,75,6750,6,92842
mdpmix_original_em_th1e-05,0.43200000000000005,0.46997910365462303,10,100,90,750,75,75,6750,6,92842
ours_stage1,0.053333333333333344,154.28887922503054,10,100,90,750,75,75,6750,7,92843
ours_stage1plus2_em10,0.04400000000000004,1.2861613500863314,10,100,90,750,75,75,6750,7,92843
mdpmix_original_clust_th1e-06,0.8,9.454182371497154,10,100,90,750,75,75,6750,7,92843
mdpmix_original_em_th1e-06,0.544,0.36906639114022255,10,100,90,750,75,75,6750,7,92843
mdpmix_original_clust_th5e-06,0.796,6.123782193288207,10,100,90,750,75,75,6750,7,92843
mdpmix_original_em_th5e-06,0.536,0.3734557293355465,10,100,90,750,75,75,6750,7,92843
mdpmix_original_clust_th1e-05,0.55,7.660082969814539,10,100,90,750,75,75,6750,7,92843
mdpmix_original_em_th1e-05,0.4013333333333333,0.4021970368921757,10,100,90,750,75,75,6750,7,92843
ours_stage1,0.052000000000000046,164.39751631952822,10,100,90,750,75,75,6750,8,92844
ours_stage1plus2_em10,0.04266666666666663,3.068341951817274,10,100,90,750,75,75,6750,8,92844
mdpmix_original_clust_th1e-06,0.838,6.66651096008718,10,100,90,750,75,75,6750,8,92844
mdpmix_original_em_th1e-06,0.496,0.3690453562885523,10,100,90,750,75,75,6750,8,92844
mdpmix_original_clust_th5e-06,0.748,5.9840698186308146,10,100,90,750,75,75,6750,8,92844
mdpmix_original_em_th5e-06,0.604,0.29253449477255344,10,100,90,750,75,75,6750,8,92844
mdpmix_original_clust_th1e-05,0.626,6.2073044423013926,10,100,90,750,75,75,6750,8,92844
mdpmix_original_em_th1e-05,0.5466666666666666,0.287936432287097,10,100,90,750,75,75,6750,8,92844
ours_stage1,0.052000000000000046,286.3025405667722,10,100,90,750,75,75,6750,9,92845
ours_stage1plus2_em10,0.04266666666666663,1.190376440063119,10,100,90,750,75,75,6750,9,92845
mdpmix_original_clust_th1e-06,0.8260000000000001,9.695752087980509,10,100,90,750,75,75,6750,9,92845
mdpmix_original_em_th1e-06,0.6293333333333333,0.7239396441727877,10,100,90,750,75,75,6750,9,92845
mdpmix_original_clust_th5e-06,0.786,10.32380466349423,10,100,90,750,75,75,6750,9,92845
mdpmix_original_em_th5e-06,0.4986666666666667,0.6397839356213808,10,100,90,750,75,75,6750,9,92845
mdpmix_original_clust_th1e-05,0.616,7.732349883764982,10,100,90,750,75,75,6750,9,92845
mdpmix_original_em_th1e-05,0.4706666666666667,0.3508877865970135,10,100,90,750,75,75,6750,9,92845
ours_stage1,0.17733333333333334,305.61943730711937,10,100,90,750,75,75,6750,10,92846
ours_stage1plus2_em10,0.17066666666666663,5.946334941312671,10,100,90,750,75,75,6750,10,92846
mdpmix_original_clust_th1e-06,0.842,16.221200328320265,10,100,90,750,75,75,6750,10,92846
mdpmix_original_em_th1e-06,0.6453333333333333,0.5457593239843845,10,100,90,750,75,75,6750,10,92846
mdpmix_original_clust_th5e-06,0.8160000000000001,10.787914955988526,10,100,90,750,75,75,6750,10,92846
mdpmix_original_em_th5e-06,0.5373333333333333,0.379988431930542,10,100,90,750,75,75,6750,10,92846
mdpmix_original_clust_th1e-05,0.616,13.602790836244822,10,100,90,750,75,75,6750,10,92846
mdpmix_original_em_th1e-05,0.43333333333333335,0.4964353572577238,10,100,90,750,75,75,6750,10,92846
ours_stage1,0.16666666666666663,161.65784376859665,10,100,90,750,75,75,6750,11,92847
ours_stage1plus2_em10,0.15733333333333333,9.492764608934522,10,100,90,750,75,75,6750,11,92847
mdpmix_original_clust_th1e-06,0.796,20.898903612047434,10,100,90,750,75,75,6750,11,92847
mdpmix_original_em_th1e-06,0.404,0.9404514022171497,10,100,90,750,75,75,6750,11,92847
mdpmix_original_clust_th5e-06,0.6699999999999999,15.988346736878157,10,100,90,750,75,75,6750,11,92847
mdpmix_original_em_th5e-06,0.45199999999999996,0.7744027767330408,10,100,90,750,75,75,6750,11,92847
mdpmix_original_clust_th1e-05,0.538,19.937148371711373,10,100,90,750,75,75,6750,11,92847
mdpmix_original_em_th1e-05,0.3426666666666667,0.7188338376581669,10,100,90,750,75,75,6750,11,92847
ours_stage1,0.05466666666666664,308.49756599776447,10,100,90,750,75,75,6750,12,92848
ours_stage1plus2_em10,0.04533333333333334,3.896125527098775,10,100,90,750,75,75,6750,12,92848
mdpmix_original_clust_th1e-06,0.8220000000000001,13.602553965523839,10,100,90,750,75,75,6750,12,92848
mdpmix_original_em_th1e-06,0.54,0.46555509231984615,10,100,90,750,75,75,6750,12,92848
mdpmix_original_clust_th5e-06,0.8280000000000001,8.54985955171287,10,100,90,750,75,75,6750,12,92848
mdpmix_original_em_th5e-06,0.6759999999999999,0.2385193184018135,10,100,90,750,75,75,6750,12,92848
mdpmix_original_clust_th1e-05,0.6599999999999999,4.052526889368892,10,100,90,750,75,75,6750,12,92848
mdpmix_original_em_th1e-05,0.54,0.16002207808196545,10,100,90,750,75,75,6750,12,92848
ours_stage1,0.052000000000000046,200.2860915120691,10,100,90,750,75,75,6750,13,92849
ours_stage1plus2_em10,0.04266666666666663,6.151951085776091,10,100,90,750,75,75,6750,13,92849
mdpmix_original_clust_th1e-06,0.8200000000000001,12.009244846180081,10,100,90,750,75,75,6750,13,92849
mdpmix_original_em_th1e-06,0.476,0.7835127450525761,10,100,90,750,75,75,6750,13,92849
mdpmix_original_clust_th5e-06,0.728,10.971201922744513,10,100,90,750,75,75,6750,13,92849
mdpmix_original_em_th5e-06,0.516,0.5933320540934801,10,100,90,750,75,75,6750,13,92849
mdpmix_original_clust_th1e-05,0.502,11.760777033865452,10,100,90,750,75,75,6750,13,92849
mdpmix_original_em_th1e-05,0.31999999999999995,0.7860467713326216,10,100,90,750,75,75,6750,13,92849
ours_stage1,0.14533333333333331,297.21568884700537,10,100,90,750,75,75,6750,14,92850
ours_stage1plus2_em10,0.14,5.062434684485197,10,100,90,750,75,75,6750,14,92850
mdpmix_original_clust_th1e-06,0.842,11.10657561197877,10,100,90,750,75,75,6750,14,92850
mdpmix_original_em_th1e-06,0.5413333333333333,0.2501454185694456,10,100,90,750,75,75,6750,14,92850
mdpmix_original_clust_th5e-06,0.724,4.4493258614093065,10,100,90,750,75,75,6750,14,92850
mdpmix_original_em_th5e-06,0.5266666666666666,0.15175777673721313,10,100,90,750,75,75,6750,14,92850
mdpmix_original_clust_th1e-05,0.46799999999999997,3.3441844545304775,10,100,90,750,75,75,6750,14,92850
mdpmix_original_em_th1e-05,0.30666666666666664,0.14307632483541965,10,100,90,750,75,75,6750,14,92850
ours_stage1,0.053333333333333344,211.08830676041543,10,100,90,750,75,75,6750,15,92851
ours_stage1plus2_em10,0.04266666666666663,1.958804590627551,10,100,90,750,75,75,6750,15,92851
mdpmix_original_clust_th1e-06,0.85,31.048668187111616,10,100,90,750,75,75,6750,15,92851
mdpmix_original_em_th1e-06,0.608,0.6849441882222891,10,100,90,750,75,75,6750,15,92851
mdpmix_original_clust_th5e-06,0.836,11.333968628197908,10,100,90,750,75,75,6750,15,92851
mdpmix_original_em_th5e-06,0.45733333333333337,0.689086427912116,10,100,90,750,75,75,6750,15,92851
mdpmix_original_clust_th1e-05,0.652,11.468151208013296,10,100,90,750,75,75,6750,15,92851
mdpmix_original_em_th1e-05,0.44666666666666666,0.533975925296545,10,100,90,750,75,75,6750,15,92851
ours_stage1,0.14533333333333331,92.70522705093026,10,100,90,750,75,75,6750,16,92852
ours_stage1plus2_em10,0.14,1.084865190088749,10,100,90,750,75,75,6750,16,92852
mdpmix_original_clust_th1e-06,0.852,8.245124708861113,10,100,90,750,75,75,6750,16,92852
mdpmix_original_em_th1e-06,0.6013333333333333,0.3261439520865679,10,100,90,750,75,75,6750,16,92852
mdpmix_original_clust_th5e-06,0.8280000000000001,7.80244904756546,10,100,90,750,75,75,6750,16,92852
mdpmix_original_em_th5e-06,0.6946666666666667,0.29682444781064987,10,100,90,750,75,75,6750,16,92852
mdpmix_original_clust_th1e-05,0.764,8.171455724164844,10,100,90,750,75,75,6750,16,92852
mdpmix_original_em_th1e-05,0.652,0.35133571177721024,10,100,90,750,75,75,6750,16,92852
ours_stage1,0.16266666666666663,27.756330179050565,10,100,90,750,75,75,6750,17,92853
ours_stage1plus2_em10,0.15600000000000003,0.9520314820110798,10,100,90,750,75,75,6750,17,92853
mdpmix_original_clust_th1e-06,0.8,3.485984204337001,10,100,90,750,75,75,6750,17,92853
mdpmix_original_em_th1e-06,0.22799999999999998,0.1497290227562189,10,100,90,750,75,75,6750,17,92853
mdpmix_original_clust_th5e-06,0.744,3.314674451947212,10,100,90,750,75,75,6750,17,92853
mdpmix_original_em_th5e-06,0.44533333333333336,0.1928036380559206,10,100,90,750,75,75,6750,17,92853
mdpmix_original_clust_th1e-05,0.62,3.2775045074522495,10,100,90,750,75,75,6750,17,92853
mdpmix_original_em_th1e-05,0.4106666666666666,0.1843521874397993,10,100,90,750,75,75,6750,17,92853
ours_stage1,0.14266666666666672,85.41336411982775,10,100,90,750,75,75,6750,18,92854
ours_stage1plus2_em10,0.13866666666666672,1.0985843893140554,10,100,90,750,75,75,6750,18,92854
mdpmix_original_clust_th1e-06,0.8240000000000001,6.813871441408992,10,100,90,750,75,75,6750,18,92854
mdpmix_original_em_th1e-06,0.5906666666666667,0.300542876124382,10,100,90,750,75,75,6750,18,92854
mdpmix_original_clust_th5e-06,0.6839999999999999,4.656330592930317,10,100,90,750,75,75,6750,18,92854
mdpmix_original_em_th5e-06,0.5186666666666666,0.16594447195529938,10,100,90,750,75,75,6750,18,92854
mdpmix_original_clust_th1e-05,0.604,3.758212463930249,10,100,90,750,75,75,6750,18,92854
mdpmix_original_em_th1e-05,0.504,0.25616745091974735,10,100,90,750,75,75,6750,18,92854
ours_stage1,0.053333333333333344,97.73790087923408,10,100,90,750,75,75,6750,19,92855
ours_stage1plus2_em10,0.04400000000000004,1.023068929091096,10,100,90,750,75,75,6750,19,92855
mdpmix_original_clust_th1e-06,0.836,8.482493255287409,10,100,90,750,75,75,6750,19,92855
mdpmix_original_em_th1e-06,0.596,0.30829696357250214,10,100,90,750,75,75,6750,19,92855
mdpmix_original_clust_th5e-06,0.688,7.520216718316078,10,100,90,750,75,75,6750,19,92855
mdpmix_original_em_th5e-06,0.4066666666666666,0.24989717453718185,10,100,90,750,75,75,6750,19,92855
mdpmix_original_clust_th1e-05,0.638,6.161940401419997,10,100,90,750,75,75,6750,19,92855
mdpmix_original_em_th1e-05,0.528,0.1736799068748951,10,100,90,750,75,75,6750,19,92855
ours_stage1,0.052000000000000046,94.21465113572776,10,100,90,750,75,75,6750,20,92856
ours_stage1plus2_em10,0.04266666666666663,0.9341860096901655,10,100,90,750,75,75,6750,20,92856
mdpmix_original_clust_th1e-06,0.8200000000000001,3.849100386723876,10,100,90,750,75,75,6750,20,92856
mdpmix_original_em_th1e-06,0.44266666666666665,0.22805858962237835,10,100,90,750,75,75,6750,20,92856
mdpmix_original_clust_th5e-06,0.79,4.345846705138683,10,100,90,750,75,75,6750,20,92856
mdpmix_original_em_th5e-06,0.5626666666666666,0.20296257734298706,10,100,90,750,75,75,6750,20,92856
mdpmix_original_clust_th1e-05,0.63,4.281467664986849,10,100,90,750,75,75,6750,20,92856
mdpmix_original_em_th1e-05,0.41466666666666663,0.22519585490226746,10,100,90,750,75,75,6750,20,92856
ours_stage1,0.16133333333333333,50.19611021876335,10,100,90,750,75,75,6750,21,92857
ours_stage1plus2_em10,0.15466666666666662,0.9624870344996452,10,100,90,750,75,75,6750,21,92857
mdpmix_original_clust_th1e-06,0.852,3.2696569729596376,10,100,90,750,75,75,6750,21,92857
mdpmix_original_em_th1e-06,0.5893333333333333,0.14718924649059772,10,100,90,750,75,75,6750,21,92857
mdpmix_original_clust_th5e-06,0.836,2.967891262844205,10,100,90,750,75,75,6750,21,92857
mdpmix_original_em_th5e-06,0.54,0.13188104331493378,10,100,90,750,75,75,6750,21,92857
mdpmix_original_clust_th1e-05,0.5900000000000001,2.9372695423662663,10,100,90,750,75,75,6750,21,92857
mdpmix_original_em_th1e-05,0.4906666666666667,0.17667574249207973,10,100,90,750,75,75,6750,21,92857
ours_stage1,0.053333333333333344,29.543648844584823,10,100,90,750,75,75,6750,22,92858
ours_stage1plus2_em10,0.04400000000000004,0.975448701530695,10,100,90,750,75,75,6750,22,92858
mdpmix_original_clust_th1e-06,0.832,3.4584234468638897,10,100,90,750,75,75,6750,22,92858
mdpmix_original_em_th1e-06,0.6493333333333333,0.19016391411423683,10,100,90,750,75,75,6750,22,92858
mdpmix_original_clust_th5e-06,0.8220000000000001,3.336674302816391,10,100,90,750,75,75,6750,22,92858
mdpmix_original_em_th5e-06,0.712,0.14696714095771313,10,100,90,750,75,75,6750,22,92858
mdpmix_original_clust_th1e-05,0.56,3.1573240384459496,10,100,90,750,75,75,6750,22,92858
mdpmix_original_em_th1e-05,0.43999999999999995,0.13112380728125572,10,100,90,750,75,75,6750,22,92858
ours_stage1,0.053333333333333344,21.996939588338137,10,100,90,750,75,75,6750,23,92859
ours_stage1plus2_em10,0.04400000000000004,0.9948997553437948,10,100,90,750,75,75,6750,23,92859
mdpmix_original_clust_th1e-06,0.8140000000000001,3.771333260461688,10,100,90,750,75,75,6750,23,92859
mdpmix_original_em_th1e-06,0.544,0.16702206432819366,10,100,90,750,75,75,6750,23,92859
mdpmix_original_clust_th5e-06,0.6599999999999999,3.5109747797250748,10,100,90,750,75,75,6750,23,92859
mdpmix_original_em_th5e-06,0.5893333333333333,0.16855191998183727,10,100,90,750,75,75,6750,23,92859
mdpmix_original_clust_th1e-05,0.5920000000000001,3.392611291259527,10,100,90,750,75,75,6750,23,92859
mdpmix_original_em_th1e-05,0.42666666666666664,0.15056691132485867,10,100,90,750,75,75,6750,23,92859
ours_stage1,0.252,93.10650151595473,10,100,90,750,75,75,6750,24,92860
ours_stage1plus2_em10,0.248,1.0536227282136679,10,100,90,750,75,75,6750,24,92860
mdpmix_original_clust_th1e-06,0.84,6.468965455889702,10,100,90,750,75,75,6750,24,92860
mdpmix_original_em_th1e-06,0.5346666666666666,0.27732979133725166,10,100,90,750,75,75,6750,24,92860
mdpmix_original_clust_th5e-06,0.5820000000000001,5.326451456174254,10,100,90,750,75,75,6750,24,92860
mdpmix_original_em_th5e-06,0.4013333333333333,0.27150966227054596,10,100,90,750,75,75,6750,24,92860
mdpmix_original_clust_th1e-05,0.51,3.828845666721463,10,100,90,750,75,75,6750,24,92860
mdpmix_original_em_th1e-05,0.4013333333333333,0.41093672439455986,10,100,90,750,75,75,6750,24,92860
ours_stage1,0.053333333333333344,29.989722933620214,10,100,90,750,75,75,6750,25,92861
ours_stage1plus2_em10,0.04400000000000004,0.9941441919654608,10,100,90,750,75,75,6750,25,92861
mdpmix_original_clust_th1e-06,0.8200000000000001,3.4904750902205706,10,100,90,750,75,75,6750,25,92861
mdpmix_original_em_th1e-06,0.536,0.15200178511440754,10,100,90,750,75,75,6750,25,92861
mdpmix_original_clust_th5e-06,0.712,3.0719557758420706,10,100,90,750,75,75,6750,25,92861
