algorithm,error_rate,runtime_sec,K,S,H,T,requested_traj_per_user,n_traj_per_user,n_effective_transitions_per_user,repeat,run_seed
ours_stage1plus2_em10,0.32266666666666666,6.180566571652889,10,100,30,750,75,75,2250,5,32301
mdpmix_original_clust_th1e-06,0.652,11.987065529450774,10,100,30,750,75,75,2250,5,32301
mdpmix_original_em_th1e-06,0.3773333333333333,0.10954127460718155,10,100,30,750,75,75,2250,5,32301
mdpmix_original_clust_th5e-06,0.748,7.584969084709883,10,100,30,750,75,75,2250,5,32301
mdpmix_original_em_th5e-06,0.5666666666666667,0.09362675994634628,10,100,30,750,75,75,2250,5,32301
mdpmix_original_clust_th1e-05,0.72,6.524501709267497,10,100,30,750,75,75,2250,5,32301
mdpmix_original_em_th1e-05,0.4666666666666667,0.0713229589164257,10,100,30,750,75,75,2250,5,32301
ours_stage1,0.3653333333333333,342.2253559194505,10,100,30,750,75,75,2250,6,32302
ours_stage1plus2_em10,0.356,1.6656108535826206,10,100,30,750,75,75,2250,6,32302
mdpmix_original_clust_th1e-06,0.712,6.853006323799491,10,100,30,750,75,75,2250,6,32302
mdpmix_original_em_th1e-06,0.6506666666666667,0.11959371529519558,10,100,30,750,75,75,2250,6,32302
mdpmix_original_clust_th5e-06,0.724,4.583930661901832,10,100,30,750,75,75,2250,6,32302
mdpmix_original_em_th5e-06,0.5653333333333334,0.06805850006639957,10,100,30,750,75,75,2250,6,32302
mdpmix_original_clust_th1e-05,0.76,5.157346036285162,10,100,30,750,75,75,2250,6,32302
mdpmix_original_em_th1e-05,0.6093333333333333,0.1268281787633896,10,100,30,750,75,75,2250,6,32302
ours_stage1,0.2773333333333333,312.4332339949906,10,100,30,750,75,75,2250,7,32303
ours_stage1plus2_em10,0.2586666666666667,0.9481119327247143,10,100,30,750,75,75,2250,7,32303
mdpmix_original_clust_th1e-06,0.812,16.07756559178233,10,100,30,750,75,75,2250,7,32303
mdpmix_original_em_th1e-06,0.6773333333333333,0.5910035409033298,10,100,30,750,75,75,2250,7,32303
mdpmix_original_clust_th5e-06,0.724,15.113155579194427,10,100,30,750,75,75,2250,7,32303
mdpmix_original_em_th5e-06,0.5466666666666666,0.1377409342676401,10,100,30,750,75,75,2250,7,32303
mdpmix_original_clust_th1e-05,0.652,8.849012011662126,10,100,30,750,75,75,2250,7,32303
mdpmix_original_em_th1e-05,0.46399999999999997,0.06647416949272156,10,100,30,750,75,75,2250,7,32303
ours_stage1,0.3653333333333333,169.49947958812118,10,100,30,750,75,75,2250,8,32304
ours_stage1plus2_em10,0.364,10.8699397649616,10,100,30,750,75,75,2250,8,32304
mdpmix_original_clust_th1e-06,0.718,28.406508581712842,10,100,30,750,75,75,2250,8,32304
mdpmix_original_em_th1e-06,0.5826666666666667,0.6917281523346901,10,100,30,750,75,75,2250,8,32304
mdpmix_original_clust_th5e-06,0.76,22.697854990139604,10,100,30,750,75,75,2250,8,32304
mdpmix_original_em_th5e-06,0.6013333333333333,0.6882161609828472,10,100,30,750,75,75,2250,8,32304
mdpmix_original_clust_th1e-05,0.724,21.186424558982253,10,100,30,750,75,75,2250,8,32304
mdpmix_original_em_th1e-05,0.5386666666666666,0.31037608347833157,10,100,30,750,75,75,2250,8,32304
ours_stage1,0.2653333333333333,167.6840615402907,10,100,30,750,75,75,2250,9,32305
ours_stage1plus2_em10,0.248,1.8653291873633862,10,100,30,750,75,75,2250,9,32305
mdpmix_original_clust_th1e-06,0.6599999999999999,14.110659183934331,10,100,30,750,75,75,2250,9,32305
mdpmix_original_em_th1e-06,0.5186666666666666,0.36950615979731083,10,100,30,750,75,75,2250,9,32305
mdpmix_original_clust_th5e-06,0.804,13.273469431325793,10,100,30,750,75,75,2250,9,32305
mdpmix_original_em_th5e-06,0.604,0.5763976983726025,10,100,30,750,75,75,2250,9,32305
mdpmix_original_clust_th1e-05,0.758,14.902201287448406,10,100,30,750,75,75,2250,9,32305
mdpmix_original_em_th1e-05,0.6706666666666667,0.23847792856395245,10,100,30,750,75,75,2250,9,32305
ours_stage1,0.3773333333333333,186.24077775143087,10,100,30,750,75,75,2250,10,32306
ours_stage1plus2_em10,0.376,1.8022817075252533,10,100,30,750,75,75,2250,10,32306
mdpmix_original_clust_th1e-06,0.6739999999999999,16.092761224135756,10,100,30,750,75,75,2250,10,32306
mdpmix_original_em_th1e-06,0.4693333333333334,0.36532507091760635,10,100,30,750,75,75,2250,10,32306
mdpmix_original_clust_th5e-06,0.726,19.643558852374554,10,100,30,750,75,75,2250,10,32306
mdpmix_original_em_th5e-06,0.46266666666666667,0.5388228874653578,10,100,30,750,75,75,2250,10,32306
mdpmix_original_clust_th1e-05,0.706,16.259963184595108,10,100,30,750,75,75,2250,10,32306
mdpmix_original_em_th1e-05,0.476,0.199159886687994,10,100,30,750,75,75,2250,10,32306
ours_stage1,0.29466666666666663,161.7354191057384,10,100,30,750,75,75,2250,11,32307
ours_stage1plus2_em10,0.2866666666666666,1.5460100937634706,10,100,30,750,75,75,2250,11,32307
mdpmix_original_clust_th1e-06,0.844,17.516788436099887,10,100,30,750,75,75,2250,11,32307
mdpmix_original_em_th1e-06,0.78,0.30291647277772427,10,100,30,750,75,75,2250,11,32307
mdpmix_original_clust_th5e-06,0.778,13.411782003939152,10,100,30,750,75,75,2250,11,32307
mdpmix_original_em_th5e-06,0.6746666666666667,0.17088758014142513,10,100,30,750,75,75,2250,11,32307
mdpmix_original_clust_th1e-05,0.738,12.029470609501004,10,100,30,750,75,75,2250,11,32307
mdpmix_original_em_th1e-05,0.5413333333333333,0.17965976893901825,10,100,30,750,75,75,2250,11,32307
ours_stage1,0.236,128.03960433602333,10,100,30,750,75,75,2250,12,32308
ours_stage1plus2_em10,0.23199999999999998,1.5219633392989635,10,100,30,750,75,75,2250,12,32308
mdpmix_original_clust_th1e-06,0.77,23.345450311899185,10,100,30,750,75,75,2250,12,32308
mdpmix_original_em_th1e-06,0.5746666666666667,0.3851645886898041,10,100,30,750,75,75,2250,12,32308
mdpmix_original_clust_th5e-06,0.792,14.520051255822182,10,100,30,750,75,75,2250,12,32308
mdpmix_original_em_th5e-06,0.5666666666666667,0.27841232530772686,10,100,30,750,75,75,2250,12,32308
mdpmix_original_clust_th1e-05,0.738,14.93701421841979,10,100,30,750,75,75,2250,12,32308
mdpmix_original_em_th1e-05,0.4946666666666667,0.2983589209616184,10,100,30,750,75,75,2250,12,32308
ours_stage1,0.28933333333333333,103.7374600879848,10,100,30,750,75,75,2250,13,32309
ours_stage1plus2_em10,0.28400000000000003,1.7470713257789612,10,100,30,750,75,75,2250,13,32309
mdpmix_original_clust_th1e-06,0.704,20.626033565029502,10,100,30,750,75,75,2250,13,32309
mdpmix_original_em_th1e-06,0.45599999999999996,0.1577527467161417,10,100,30,750,75,75,2250,13,32309
mdpmix_original_clust_th5e-06,0.728,11.955287789925933,10,100,30,750,75,75,2250,13,32309
mdpmix_original_em_th5e-06,0.4786666666666667,0.26936016976833344,10,100,30,750,75,75,2250,13,32309
mdpmix_original_clust_th1e-05,0.75,12.140726026147604,10,100,30,750,75,75,2250,13,32309
mdpmix_original_em_th1e-05,0.5680000000000001,0.30534110963344574,10,100,30,750,75,75,2250,13,32309
ours_stage1,0.33999999999999997,206.5888516791165,10,100,30,750,75,75,2250,14,32310
ours_stage1plus2_em10,0.3373333333333334,2.2851289939135313,10,100,30,750,75,75,2250,14,32310
mdpmix_original_clust_th1e-06,0.642,20.29372138157487,10,100,30,750,75,75,2250,14,32310
mdpmix_original_em_th1e-06,0.5493333333333333,0.6893274467438459,10,100,30,750,75,75,2250,14,32310
mdpmix_original_clust_th5e-06,0.718,23.76492433808744,10,100,30,750,75,75,2250,14,32310
mdpmix_original_em_th5e-06,0.5346666666666666,0.9018354583531618,10,100,30,750,75,75,2250,14,32310
mdpmix_original_clust_th1e-05,0.722,11.697720147669315,10,100,30,750,75,75,2250,14,32310
mdpmix_original_em_th1e-05,0.6053333333333333,0.12025109492242336,10,100,30,750,75,75,2250,14,32310
ours_stage1,0.3613333333333333,173.83881572075188,10,100,30,750,75,75,2250,15,32311
ours_stage1plus2_em10,0.3586666666666667,17.490824710577726,10,100,30,750,75,75,2250,15,32311
mdpmix_original_clust_th1e-06,0.762,25.00058253481984,10,100,30,750,75,75,2250,15,32311
mdpmix_original_em_th1e-06,0.5680000000000001,0.38702130876481533,10,100,30,750,75,75,2250,15,32311
mdpmix_original_clust_th5e-06,0.784,13.405486211180687,10,100,30,750,75,75,2250,15,32311
mdpmix_original_em_th5e-06,0.6106666666666667,0.2738228254020214,10,100,30,750,75,75,2250,15,32311
mdpmix_original_clust_th1e-05,0.766,20.18431766703725,10,100,30,750,75,75,2250,15,32311
mdpmix_original_em_th1e-05,0.5653333333333334,0.7826026454567909,10,100,30,750,75,75,2250,15,32311
ours_stage1,0.3426666666666667,154.2443790063262,10,100,30,750,75,75,2250,16,32312
ours_stage1plus2_em10,0.33599999999999997,1.664092779159546,10,100,30,750,75,75,2250,16,32312
mdpmix_original_clust_th1e-06,0.734,23.105229752138257,10,100,30,750,75,75,2250,16,32312
mdpmix_original_em_th1e-06,0.5253333333333333,0.5153251830488443,10,100,30,750,75,75,2250,16,32312
mdpmix_original_clust_th5e-06,0.752,14.06520377844572,10,100,30,750,75,75,2250,16,32312
mdpmix_original_em_th5e-06,0.6066666666666667,0.47381227649748325,10,100,30,750,75,75,2250,16,32312
mdpmix_original_clust_th1e-05,0.734,18.306373035535216,10,100,30,750,75,75,2250,16,32312
mdpmix_original_em_th1e-05,0.556,0.46006133407354355,10,100,30,750,75,75,2250,16,32312
ours_stage1,0.2853333333333333,198.3422884568572,10,100,30,750,75,75,2250,17,32313
ours_stage1plus2_em10,0.28,1.7790598757565022,10,100,30,750,75,75,2250,17,32313
mdpmix_original_clust_th1e-06,0.8,16.954026103019714,10,100,30,750,75,75,2250,17,32313
mdpmix_original_em_th1e-06,0.612,0.3070918247103691,10,100,30,750,75,75,2250,17,32313
mdpmix_original_clust_th5e-06,0.72,20.749680990353227,10,100,30,750,75,75,2250,17,32313
mdpmix_original_em_th5e-06,0.48,0.5652920305728912,10,100,30,750,75,75,2250,17,32313
mdpmix_original_clust_th1e-05,0.772,13.664359759539366,10,100,30,750,75,75,2250,17,32313
mdpmix_original_em_th1e-05,0.536,0.44519440457224846,10,100,30,750,75,75,2250,17,32313
ours_stage1,0.3733333333333333,158.1538310572505,10,100,30,750,75,75,2250,18,32314
ours_stage1plus2_em10,0.3733333333333333,1.5990591645240784,10,100,30,750,75,75,2250,18,32314
mdpmix_original_clust_th1e-06,0.738,13.279178248718381,10,100,30,750,75,75,2250,18,32314
mdpmix_original_em_th1e-06,0.5586666666666666,0.3086040448397398,10,100,30,750,75,75,2250,18,32314
mdpmix_original_clust_th5e-06,0.8280000000000001,13.81630970351398,10,100,30,750,75,75,2250,18,32314
mdpmix_original_em_th5e-06,0.6759999999999999,0.2433776780962944,10,100,30,750,75,75,2250,18,32314
mdpmix_original_clust_th1e-05,0.766,13.706151442602277,10,100,30,750,75,75,2250,18,32314
mdpmix_original_em_th1e-05,0.5666666666666667,0.20078168250620365,10,100,30,750,75,75,2250,18,32314
ours_stage1,0.3866666666666667,74.40666498802602,10,100,30,750,75,75,2250,19,32315
ours_stage1plus2_em10,0.3813333333333333,14.649228231981397,10,100,30,750,75,75,2250,19,32315
mdpmix_original_clust_th1e-06,0.718,12.177017064765096,10,100,30,750,75,75,2250,19,32315
mdpmix_original_em_th1e-06,0.5093333333333334,0.20193534158170223,10,100,30,750,75,75,2250,19,32315
mdpmix_original_clust_th5e-06,0.6719999999999999,9.96868953667581,10,100,30,750,75,75,2250,19,32315
mdpmix_original_em_th5e-06,0.508,0.21788698062300682,10,100,30,750,75,75,2250,19,32315
mdpmix_original_clust_th1e-05,0.704,20.069102285429835,10,100,30,750,75,75,2250,19,32315
mdpmix_original_em_th1e-05,0.524,0.4676242545247078,10,100,30,750,75,75,2250,19,32315
ours_stage1,0.21733333333333338,200.77924823202193,10,100,30,750,75,75,2250,20,32316
ours_stage1plus2_em10,0.21066666666666667,5.366031756624579,10,100,30,750,75,75,2250,20,32316
mdpmix_original_clust_th1e-06,0.6639999999999999,16.183730894699693,10,100,30,750,75,75,2250,20,32316
mdpmix_original_em_th1e-06,0.4706666666666667,0.3134191632270813,10,100,30,750,75,75,2250,20,32316
mdpmix_original_clust_th5e-06,0.6639999999999999,12.403295764699578,10,100,30,750,75,75,2250,20,32316
mdpmix_original_em_th5e-06,0.4973333333333333,0.23866742476820946,10,100,30,750,75,75,2250,20,32316
mdpmix_original_clust_th1e-05,0.706,13.497321149334311,10,100,30,750,75,75,2250,20,32316
mdpmix_original_em_th1e-05,0.4706666666666667,0.3484161216765642,10,100,30,750,75,75,2250,20,32316
ours_stage1,0.38,201.8788916338235,10,100,30,750,75,75,2250,21,32317
ours_stage1plus2_em10,0.3666666666666667,14.360195815563202,10,100,30,750,75,75,2250,21,32317
mdpmix_original_clust_th1e-06,0.776,23.551508342847228,10,100,30,750,75,75,2250,21,32317
mdpmix_original_em_th1e-06,0.6413333333333333,0.4167239721864462,10,100,30,750,75,75,2250,21,32317
mdpmix_original_clust_th5e-06,0.752,13.19179024733603,10,100,30,750,75,75,2250,21,32317
mdpmix_original_em_th5e-06,0.5453333333333333,0.39142238907516,10,100,30,750,75,75,2250,21,32317
mdpmix_original_clust_th1e-05,0.832,17.594784773886204,10,100,30,750,75,75,2250,21,32317
mdpmix_original_em_th1e-05,0.7226666666666667,0.3940437715500593,10,100,30,750,75,75,2250,21,32317
ours_stage1,0.248,316.11899192631245,10,100,30,750,75,75,2250,22,32318
ours_stage1plus2_em10,0.2386666666666667,7.338954854756594,10,100,30,750,75,75,2250,22,32318
mdpmix_original_clust_th1e-06,0.6699999999999999,9.027948969975114,10,100,30,750,75,75,2250,22,32318
mdpmix_original_em_th1e-06,0.4813333333333333,0.19993947446346283,10,100,30,750,75,75,2250,22,32318
mdpmix_original_clust_th5e-06,0.744,15.436972634866834,10,100,30,750,75,75,2250,22,32318
mdpmix_original_em_th5e-06,0.488,0.13855480588972569,10,100,30,750,75,75,2250,22,32318
mdpmix_original_clust_th1e-05,0.708,11.92026918195188,10,100,30,750,75,75,2250,22,32318
mdpmix_original_em_th1e-05,0.5253333333333333,0.33346387185156345,10,100,30,750,75,75,2250,22,32318
ours_stage1,0.29600000000000004,302.66416350379586,10,100,30,750,75,75,2250,23,32319
ours_stage1plus2_em10,0.29333333333333333,2.042402496561408,10,100,30,750,75,75,2250,23,32319
mdpmix_original_clust_th1e-06,0.772,13.482570298016071,10,100,30,750,75,75,2250,23,32319
mdpmix_original_em_th1e-06,0.5640000000000001,0.13541175425052643,10,100,30,750,75,75,2250,23,32319
mdpmix_original_clust_th5e-06,0.744,15.344566283747554,10,100,30,750,75,75,2250,23,32319
mdpmix_original_em_th5e-06,0.5546666666666666,0.2703136522322893,10,100,30,750,75,75,2250,23,32319
mdpmix_original_clust_th1e-05,0.706,11.939870122820139,10,100,30,750,75,75,2250,23,32319
mdpmix_original_em_th1e-05,0.5306666666666666,0.08332665078341961,10,100,30,750,75,75,2250,23,32319
ours_stage1,0.2413333333333333,282.67874854430556,10,100,30,750,75,75,2250,24,32320
ours_stage1plus2_em10,0.23333333333333328,1.8037985749542713,10,100,30,750,75,75,2250,24,32320
mdpmix_original_clust_th1e-06,0.758,13.62485315091908,10,100,30,750,75,75,2250,24,32320
mdpmix_original_em_th1e-06,0.6373333333333333,0.1645368579775095,10,100,30,750,75,75,2250,24,32320
mdpmix_original_clust_th5e-06,0.812,7.1389987878501415,10,100,30,750,75,75,2250,24,32320
mdpmix_original_em_th5e-06,0.7666666666666666,0.09710616804659367,10,100,30,750,75,75,2250,24,32320
mdpmix_original_clust_th1e-05,0.798,6.539871031418443,10,100,30,750,75,75,2250,24,32320
mdpmix_original_em_th1e-05,0.6213333333333333,0.18600176647305489,10,100,30,750,75,75,2250,24,32320
ours_stage1,0.2453333333333333,329.16661562025547,10,100,30,750,75,75,2250,25,32321
ours_stage1plus2_em10,0.2386666666666667,11.047302523627877,10,100,30,750,75,75,2250,25,32321
mdpmix_original_clust_th1e-06,0.772,13.241419708356261,10,100,30,750,75,75,2250,25,32321
mdpmix_original_em_th1e-06,0.6466666666666667,0.8632912561297417,10,100,30,750,75,75,2250,25,32321
mdpmix_original_clust_th5e-06,0.736,5.840488599613309,10,100,30,750,75,75,2250,25,32321
mdpmix_original_em_th5e-06,0.528,0.10385774075984955,10,100,30,750,75,75,2250,25,32321
mdpmix_original_clust_th1e-05,0.7,3.2760456427931786,10,100,30,750,75,75,2250,25,32321
mdpmix_original_em_th1e-05,0.5306666666666666,0.07940081879496574,10,100,30,750,75,75,2250,25,32321
ours_stage1,0.31066666666666665,333.38027050718665,10,100,30,750,75,75,2250,26,32322
ours_stage1plus2_em10,0.30800000000000005,0.8806807696819305,10,100,30,750,75,75,2250,26,32322
mdpmix_original_clust_th1e-06,0.722,10.646586444228888,10,100,30,750,75,75,2250,26,32322
mdpmix_original_em_th1e-06,0.5373333333333333,0.1375961508601904,10,100,30,750,75,75,2250,26,32322
mdpmix_original_clust_th5e-06,0.744,4.1861482840031385,10,100,30,750,75,75,2250,26,32322
mdpmix_original_em_th5e-06,0.6759999999999999,0.07148277014493942,10,100,30,750,75,75,2250,26,32322
mdpmix_original_clust_th1e-05,0.792,3.052713930606842,10,100,30,750,75,75,2250,26,32322
mdpmix_original_em_th1e-05,0.736,0.05794234201312065,10,100,30,750,75,75,2250,26,32322
ours_stage1,0.23199999999999998,185.90510015934706,10,100,30,750,75,75,2250,27,32323
ours_stage1plus2_em10,0.22533333333333339,7.079649742692709,10,100,30,750,75,75,2250,27,32323
mdpmix_original_clust_th1e-06,0.736,17.207227336242795,10,100,30,750,75,75,2250,27,32323
mdpmix_original_em_th1e-06,0.5213333333333333,0.3588762767612934,10,100,30,750,75,75,2250,27,32323
mdpmix_original_clust_th5e-06,0.6759999999999999,15.82996068149805,10,100,30,750,75,75,2250,27,32323
mdpmix_original_em_th5e-06,0.516,0.5861219670623541,10,100,30,750,75,75,2250,27,32323
mdpmix_original_clust_th1e-05,0.762,14.767195966094732,10,100,30,750,75,75,2250,27,32323
mdpmix_original_em_th1e-05,0.56,0.3795074112713337,10,100,30,750,75,75,2250,27,32323
ours_stage1,0.2666666666666667,41.93561465665698,10,100,30,750,75,75,2250,28,32324
ours_stage1plus2_em10,0.248,2.8885645736008883,10,100,30,750,75,75,2250,28,32324
mdpmix_original_clust_th1e-06,0.754,32.82312077656388,10,100,30,750,75,75,2250,28,32324
mdpmix_original_em_th1e-06,0.6066666666666667,1.3066922053694725,10,100,30,750,75,75,2250,28,32324
mdpmix_original_clust_th5e-06,0.748,29.894377544522285,10,100,30,750,75,75,2250,28,32324
mdpmix_original_em_th5e-06,0.5066666666666666,0.8933386690914631,10,100,30,750,75,75,2250,28,32324
mdpmix_original_clust_th1e-05,0.738,32.954575434327126,10,100,30,750,75,75,2250,28,32324
mdpmix_original_em_th1e-05,0.4773333333333334,0.9543078318238258,10,100,30,750,75,75,2250,28,32324
ours_stage1,0.372,304.73352110385895,10,100,30,750,75,75,2250,29,32325
ours_stage1plus2_em10,0.3693333333333333,3.4600210152566433,10,100,30,750,75,75,2250,29,32325
mdpmix_original_clust_th1e-06,0.76,11.408086635172367,10,100,30,750,75,75,2250,29,32325
mdpmix_original_em_th1e-06,0.6226666666666667,0.14288279972970486,10,100,30,750,75,75,2250,29,32325
mdpmix_original_clust_th5e-06,0.772,8.81890589185059,10,100,30,750,75,75,2250,29,32325
mdpmix_original_em_th5e-06,0.6719999999999999,0.08310886472463608,10,100,30,750,75,75,2250,29,32325
mdpmix_original_clust_th1e-05,0.774,3.938722250983119,10,100,30,750,75,75,2250,29,32325
mdpmix_original_em_th1e-05,0.5386666666666666,0.0900722835212946,10,100,30,750,75,75,2250,29,32325
ours_stage1,0.19333333333333336,161.48972066678107,10,100,40,750,75,75,3000,0,42386
ours_stage1plus2_em10,0.18799999999999994,3.4885189048945904,10,100,40,750,75,75,3000,0,42386
mdpmix_original_clust_th1e-06,0.756,9.25946913100779,10,100,40,750,75,75,3000,0,42386
mdpmix_original_em_th1e-06,0.556,0.2633537817746401,10,100,40,750,75,75,3000,0,42386
mdpmix_original_clust_th5e-06,0.636,5.546600202098489,10,100,40,750,75,75,3000,0,42386
mdpmix_original_em_th5e-06,0.4666666666666667,0.12559453770518303,10,100,40,750,75,75,3000,0,42386
mdpmix_original_clust_th1e-05,0.71,4.965693153440952,10,100,40,750,75,75,3000,0,42386
mdpmix_original_em_th1e-05,0.44933333333333336,0.10766264796257019,10,100,40,750,75,75,3000,0,42386
ours_stage1,0.2746666666666666,41.63743217103183,10,100,40,750,75,75,3000,1,42387
ours_stage1plus2_em10,0.2706666666666667,1.5468962043523788,10,100,40,750,75,75,3000,1,42387
mdpmix_original_clust_th1e-06,0.752,22.932239554822445,10,100,40,750,75,75,3000,1,42387
mdpmix_original_em_th1e-06,0.5413333333333333,0.8874875791370869,10,100,40,750,75,75,3000,1,42387
mdpmix_original_clust_th5e-06,0.724,25.410730008035898,10,100,40,750,75,75,3000,1,42387
mdpmix_original_em_th5e-06,0.5893333333333333,0.7240891586989164,10,100,40,750,75,75,3000,1,42387
mdpmix_original_clust_th1e-05,0.6779999999999999,30.08678692393005,10,100,40,750,75,75,3000,1,42387
mdpmix_original_em_th1e-05,0.45733333333333337,0.8771366477012634,10,100,40,750,75,75,3000,1,42387
ours_stage1,0.18266666666666664,315.91544851101935,10,100,40,750,75,75,3000,2,42388
ours_stage1plus2_em10,0.18133333333333335,4.354881336912513,10,100,40,750,75,75,3000,2,42388
mdpmix_original_clust_th1e-06,0.6699999999999999,13.592999700456858,10,100,40,750,75,75,3000,2,42388
mdpmix_original_em_th1e-06,0.5213333333333333,0.22182525508105755,10,100,40,750,75,75,3000,2,42388
mdpmix_original_clust_th5e-06,0.69,14.24831229262054,10,100,40,750,75,75,3000,2,42388
mdpmix_original_em_th5e-06,0.4946666666666667,0.19981358759105206,10,100,40,750,75,75,3000,2,42388
mdpmix_original_clust_th1e-05,0.748,10.15088652446866,10,100,40,750,75,75,3000,2,42388
mdpmix_original_em_th1e-05,0.488,0.111039524897933,10,100,40,750,75,75,3000,2,42388
ours_stage1,0.18933333333333335,322.094860104844,10,100,40,750,75,75,3000,3,42389
ours_stage1plus2_em10,0.18666666666666665,2.7484670095145702,10,100,40,750,75,75,3000,3,42389
mdpmix_original_clust_th1e-06,0.778,11.086128057911992,10,100,40,750,75,75,3000,3,42389
mdpmix_original_em_th1e-06,0.6546666666666667,0.1999786552041769,10,100,40,750,75,75,3000,3,42389
mdpmix_original_clust_th5e-06,0.798,10.860335901379585,10,100,40,750,75,75,3000,3,42389
mdpmix_original_em_th5e-06,0.7586666666666666,0.13054253719747066,10,100,40,750,75,75,3000,3,42389
mdpmix_original_clust_th1e-05,0.794,8.584696667268872,10,100,40,750,75,75,3000,3,42389
mdpmix_original_em_th1e-05,0.7306666666666667,0.14929967187345028,10,100,40,750,75,75,3000,3,42389
ours_stage1,0.19733333333333336,41.52922288514674,10,100,40,750,75,75,3000,4,42390
ours_stage1plus2_em10,0.19466666666666665,1.506557147949934,10,100,40,750,75,75,3000,4,42390
mdpmix_original_clust_th1e-06,0.718,13.557397820055485,10,100,40,750,75,75,3000,4,42390
mdpmix_original_em_th1e-06,0.5146666666666666,0.35993288084864616,10,100,40,750,75,75,3000,4,42390
mdpmix_original_clust_th5e-06,0.724,12.99847456626594,10,100,40,750,75,75,3000,4,42390
mdpmix_original_em_th5e-06,0.556,0.49335956387221813,10,100,40,750,75,75,3000,4,42390
mdpmix_original_clust_th1e-05,0.716,18.988781858235598,10,100,40,750,75,75,3000,4,42390
mdpmix_original_em_th1e-05,0.5800000000000001,1.055285207927227,10,100,40,750,75,75,3000,4,42390
ours_stage1,0.29066666666666663,346.6508559156209,10,100,40,750,75,75,3000,5,42391
ours_stage1plus2_em10,0.28800000000000003,1.7669553998857737,10,100,40,750,75,75,3000,5,42391
mdpmix_original_clust_th1e-06,0.764,13.594149552285671,10,100,40,750,75,75,3000,5,42391
mdpmix_original_em_th1e-06,0.6173333333333333,0.17232525907456875,10,100,40,750,75,75,3000,5,42391
mdpmix_original_clust_th5e-06,0.716,3.999504193663597,10,100,40,750,75,75,3000,5,42391
mdpmix_original_em_th5e-06,0.6093333333333333,0.08770384080708027,10,100,40,750,75,75,3000,5,42391
mdpmix_original_clust_th1e-05,0.72,3.1852933820337057,10,100,40,750,75,75,3000,5,42391
mdpmix_original_em_th1e-05,0.636,0.07368992455303669,10,100,40,750,75,75,3000,5,42391
ours_stage1,0.28933333333333333,46.50572419539094,10,100,40,750,75,75,3000,6,42392
ours_stage1plus2_em10,0.2866666666666666,1.6568470411002636,10,100,40,750,75,75,3000,6,42392
mdpmix_original_clust_th1e-06,0.738,16.435312118381262,10,100,40,750,75,75,3000,6,42392
mdpmix_original_em_th1e-06,0.644,0.5193913169205189,10,100,40,750,75,75,3000,6,42392
mdpmix_original_clust_th5e-06,0.746,22.33373144455254,10,100,40,750,75,75,3000,6,42392
mdpmix_original_em_th5e-06,0.6866666666666666,0.9826030395925045,10,100,40,750,75,75,3000,6,42392
mdpmix_original_clust_th1e-05,0.704,28.547602897509933,10,100,40,750,75,75,3000,6,42392
mdpmix_original_em_th1e-05,0.5466666666666666,1.1295843310654163,10,100,40,750,75,75,3000,6,42392
ours_stage1,0.29066666666666663,56.981247371062636,10,100,40,750,75,75,3000,7,42393
ours_stage1plus2_em10,0.28800000000000003,2.5461912117898464,10,100,40,750,75,75,3000,7,42393
mdpmix_original_clust_th1e-06,0.71,31.255895355716348,10,100,40,750,75,75,3000,7,42393
mdpmix_original_em_th1e-06,0.6333333333333333,1.2720303311944008,10,100,40,750,75,75,3000,7,42393
mdpmix_original_clust_th5e-06,0.742,28.824864698573947,10,100,40,750,75,75,3000,7,42393
mdpmix_original_em_th5e-06,0.5920000000000001,0.7148130126297474,10,100,40,750,75,75,3000,7,42393
mdpmix_original_clust_th1e-05,0.704,32.67190591618419,10,100,40,750,75,75,3000,7,42393
mdpmix_original_em_th1e-05,0.5866666666666667,2.2872177958488464,10,100,40,750,75,75,3000,7,42393
ours_stage1,0.19333333333333336,42.48647870309651,10,100,40,750,75,75,3000,8,42394
ours_stage1plus2_em10,0.19199999999999995,1.4493134878575802,10,100,40,750,75,75,3000,8,42394
mdpmix_original_clust_th1e-06,0.696,12.930016236379743,10,100,40,750,75,75,3000,8,42394
mdpmix_original_em_th1e-06,0.44399999999999995,0.48967151157557964,10,100,40,750,75,75,3000,8,42394
mdpmix_original_clust_th5e-06,0.774,20.34298325330019,10,100,40,750,75,75,3000,8,42394
mdpmix_original_em_th5e-06,0.6253333333333333,0.37850438617169857,10,100,40,750,75,75,3000,8,42394
mdpmix_original_clust_th1e-05,0.72,27.535136431455612,10,100,40,750,75,75,3000,8,42394
mdpmix_original_em_th1e-05,0.5253333333333333,1.1306534092873335,10,100,40,750,75,75,3000,8,42394
ours_stage1,0.19333333333333336,302.8409135323018,10,100,40,750,75,75,3000,9,42395
ours_stage1plus2_em10,0.18533333333333335,0.9177421499043703,10,100,40,750,75,75,3000,9,42395
mdpmix_original_clust_th1e-06,0.714,26.065378598868847,10,100,40,750,75,75,3000,9,42395
mdpmix_original_em_th1e-06,0.512,0.2217287626117468,10,100,40,750,75,75,3000,9,42395
mdpmix_original_clust_th5e-06,0.702,16.925236394628882,10,100,40,750,75,75,3000,9,42395
mdpmix_original_em_th5e-06,0.45599999999999996,0.48757817037403584,10,100,40,750,75,75,3000,9,42395
mdpmix_original_clust_th1e-05,0.724,9.208238607272506,10,100,40,750,75,75,3000,9,42395
