T,H,algo,mean,lo,hi
200,50,em8,0.002666666666666669,0.0010000000000000009,0.0046666666666666705
200,50,em9,0.002666666666666669,0.0010000000000000009,0.004500000000000004
200,50,oracle,0.0020000000000000018,0.0010000000000000009,0.003333333333333336
200,50,stage1,0.00683333333333334,0.004500000000000004,0.009500000000000008
300,10,em1,0.43466666666666676,0.4025527777777777,0.46499999999999997
300,10,em10,0.41644444444444445,0.38099722222222226,0.4531111111111112
300,10,em2,0.4262222222222223,0.39233055555555557,0.4606666666666667
300,10,em3,0.4217777777777777,0.3873333333333333,0.45644444444444443
300,10,em4,0.41911111111111105,0.38466388888888886,0.45455555555555555
300,10,em5,0.4181111111111111,0.38277777777777783,0.4526694444444444
300,10,em6,0.41777777777777775,0.3837777777777778,0.4526666666666666
300,10,em7,0.41722222222222227,0.3827777777777778,0.453
300,10,em8,0.4168888888888889,0.38266388888888886,0.45222222222222225
300,10,em9,0.4166666666666667,0.3813333333333333,0.4523333333333333
300,10,oracle,0.16811111111111113,0.161,0.17544444444444443
300,10,stage1,0.46233333333333326,0.43444166666666656,0.4905555555555555
300,20,em1,0.07488888888888891,0.06766666666666668,0.08222222222222224
300,20,em10,0.05844444444444443,0.05322222222222222,0.06366666666666668
300,20,em2,0.0628888888888889,0.05710833333333333,0.06888888888888887
300,20,em3,0.059777777777777784,0.05433333333333333,0.06522222222222224
300,20,em4,0.059111111111111114,0.0538888888888889,0.06433333333333334
300,20,em5,0.05855555555555555,0.05322222222222222,0.06366666666666668
300,20,em6,0.05844444444444443,0.05333333333333335,0.06388888888888888
300,20,em7,0.05844444444444443,0.05333333333333334,0.06355833333333331
300,20,em8,0.05844444444444443,0.05311111111111112,0.06377777777777777
300,20,em9,0.05844444444444443,0.05333333333333335,0.06366666666666668
300,20,oracle,0.03944444444444444,0.034886111111111104,0.04400000000000001
300,20,stage1,0.13233333333333336,0.12188888888888891,0.1423333333333333
300,30,em1,0.016777777777777787,0.014888888888888896,0.018777777777777782
300,30,em10,0.015333333333333336,0.013555555555555546,0.017333333333333326
300,30,em2,0.01555555555555556,0.013777777777777774,0.017555555555555553
300,30,em3,0.01544444444444445,0.013666666666666667,0.017333333333333346
300,30,em4,0.015333333333333336,0.01355277777777777,0.01722222222222221
300,30,em5,0.015333333333333336,0.013555555555555553,0.017222222222222226
300,30,em6,0.015333333333333336,0.013444444444444448,0.017222222222222236
300,30,em7,0.015333333333333336,0.013444444444444448,0.01722222222222223
300,30,em8,0.015333333333333336,0.013444444444444448,0.017222222222222226
300,30,em9,0.015333333333333336,0.01355555555555555,0.017222222222222215
300,30,oracle,0.010888888888888896,0.009111111111111125,0.012555555555555568
300,30,stage1,0.041555555555555554,0.03733333333333333,0.045888888888888896
300,40,em1,0.0047777777777777775,0.0033333333333333327,0.006333333333333328
300,40,em10,0.0048888888888888905,0.0033333333333333327,0.006555555555555559
300,40,em2,0.0048888888888888905,0.0033333333333333327,0.006555555555555563
300,40,em3,0.0048888888888888905,0.0033333333333333327,0.006555555555555566
300,40,em4,0.0048888888888888905,0.00333333333333334,0.006555555555555563
300,40,em5,0.0048888888888888905,0.0033333333333333288,0.006555555555555563
300,40,em6,0.0048888888888888905,0.0034444444444444388,0.006555555555555559
300,40,em7,0.0048888888888888905,0.0033333333333333327,0.006555555555555555
300,40,em8,0.0048888888888888905,0.0033333333333333327,0.006444444444444457
300,40,em9,0.0048888888888888905,0.0034444444444444388,0.006444444444444457
300,40,oracle,0.0036666666666666627,0.002222222222222222,0.005111111111111114
300,40,stage1,0.01266666666666667,0.010222222222222233,0.015111111111111101
300,50,em1,0.0008888888888888872,0.00022222222222221996,0.001777777777777778
300,50,em10,0.0008888888888888872,0.00022222222222221996,0.001777777777777778
