T,H,S,repeat,embedding_time,svd_time,clustering_time,refinement_time,total_time,error_stage1,error_stage2
500,500,40,140,0.022694408893585205,0.3543876949697733,0.0027108415961265564,0.503468444570899,0.8832613900303841,0.31200000000000006,0.31200000000000006
500,500,40,141,0.024332066997885704,0.2957427613437176,0.001989869400858879,0.5050614085048437,0.8271261062473059,0.06000000000000005,0.04200000000000004
500,500,40,142,0.022907216101884842,0.28669400326907635,0.002612430602312088,0.5127351712435484,0.8249488212168217,0.31599999999999995,0.31599999999999995
500,500,40,143,0.022933008149266243,0.3523509707301855,0.0019942596554756165,0.499964514747262,0.8772427532821894,0.23399999999999999,0.22599999999999998
500,500,40,144,0.02332586608827114,0.3744275067001581,0.0021555516868829727,0.5183046087622643,0.9182135332375765,0.34199999999999997,0.34199999999999997
500,500,40,145,0.034921616315841675,0.35866717621684074,0.0019285324960947037,0.5048386044800282,0.9003559295088053,0.29600000000000004,0.29200000000000004
500,500,40,146,0.022044114768505096,0.3028262536972761,0.0023653917014598846,0.5015713926404715,0.8288071528077126,0.29400000000000004,0.29000000000000004
500,500,40,147,0.029593072831630707,0.351334759965539,0.0018158107995986938,0.49156343564391136,0.8743070792406797,0.30400000000000005,0.30400000000000005
500,500,40,148,0.03593378700315952,0.35579486563801765,0.0017251111567020416,0.4874442722648382,0.8808980360627174,0.36,0.358
500,500,40,149,0.03437034599483013,0.37800260074436665,0.0018650814890861511,0.5057525876909494,0.9199906159192324,0.376,0.374
600,500,40,150,0.0398245994001627,0.42150931619107723,0.0020523201674222946,0.603928430005908,1.0673146657645702,0.22999999999999998,0.20833333333333337
600,500,40,151,0.02720465138554573,0.36971964687108994,0.0019970927387475967,0.6031120512634516,1.0020334422588348,0.3666666666666667,0.365
600,500,40,152,0.025966588407754898,0.36676729656755924,0.0020357202738523483,0.6138620711863041,1.0086316764354706,0.2283333333333334,0.20999999999999996
600,500,40,153,0.04019604064524174,0.4297968987375498,0.002217411994934082,0.598028777167201,1.0702391285449266,0.21999999999999997,0.21499999999999997
600,500,40,154,0.039260709658265114,0.42411656863987446,0.002309609204530716,0.6094228569418192,1.0751097444444895,0.21166666666666667,0.17833333333333334
600,500,40,155,0.02701890654861927,0.3731215875595808,0.002162659540772438,0.6142884194850922,1.0165915731340647,0.31999999999999995,0.31333333333333335
600,500,40,156,0.02693808078765869,0.36522180400788784,0.0021994225680828094,0.5975548792630434,0.9919141866266727,0.3733333333333333,0.3733333333333333
600,500,40,157,0.027065640315413475,0.3539447356015444,0.002283358946442604,0.6071930453181267,0.9904867801815271,0.3433333333333334,0.3433333333333334
600,500,40,158,0.025195058435201645,0.3607949670404196,0.0019097421318292618,0.5991297792643309,0.9870295468717813,0.3666666666666667,0.3633333333333333
600,500,40,159,0.025378717109560966,0.35614271834492683,0.002345530316233635,0.593438483774662,0.9773054495453835,0.2416666666666667,0.22166666666666668
600,500,40,160,0.024912280961871147,0.34185284562408924,0.0022704731673002243,0.6003407798707485,0.9693763796240091,0.21499999999999997,0.19999999999999996
600,500,40,161,0.025393037125468254,0.34309546649456024,0.0018492620438337326,0.6099952962249517,0.980333061888814,0.29500000000000004,0.29166666666666663
600,500,40,162,0.03353053517639637,0.44148851186037064,0.00203494168817997,0.5987900998443365,1.0758440885692835,0.3666666666666667,0.3566666666666667
600,500,40,163,0.025928929448127747,0.3657162133604288,0.002254791557788849,0.6048067733645439,0.9987067077308893,0.265,0.2516666666666667
600,500,40,164,0.025652959942817688,0.36696904338896275,0.0024463199079036713,0.607574887573719,1.0026432108134031,0.33166666666666667,0.32999999999999996
600,500,40,165,0.02672533132135868,0.35183163173496723,0.001908373087644577,0.603915112093091,0.9843804482370615,0.3833333333333333,0.3833333333333333
600,500,40,166,0.04069124162197113,0.43591099604964256,0.0019430313259363174,0.5982375089079142,1.0767827779054642,0.3466666666666667,0.3433333333333334
600,500,40,167,0.025574088096618652,0.36019429191946983,0.001959480345249176,0.6007058620452881,0.9884337224066257,0.375,0.3733333333333333
600,500,40,168,0.025401977822184563,0.36522393114864826,0.0026496201753616333,0.6045314632356167,0.9978069923818111,0.3716666666666667,0.3666666666666667
600,500,40,169,0.025018678978085518,0.35575443878769875,0.002093221992254257,0.6094389986246824,0.992305338382721,0.14166666666666672,0.11166666666666669
600,500,40,170,0.02739552967250347,0.3577836975455284,0.0024948399513959885,0.5897322725504637,0.9774063397198915,0.21499999999999997,0.19833333333333336
600,500,40,171,0.025493759661912918,0.36407619155943394,0.0020873118191957474,0.5815355759114027,0.9731928389519453,0.3383333333333334,0.32833333333333337
600,500,40,172,0.02542373165488243,0.3570391982793808,0.0026244912296533585,0.5957696959376335,0.9808571171015501,0.2533333333333333,0.2466666666666667
600,500,40,173,0.025340348482131958,0.3498963452875614,0.0027749203145503998,0.6005992200225592,0.9786108341068029,0.33666666666666667,0.33666666666666667
600,500,40,174,0.025180628523230553,0.3509864117950201,0.0019275620579719543,0.5963452756404877,0.9744398780167103,0.27,0.2666666666666667
600,500,40,175,0.024971209466457367,0.35234127193689346,0.0030428245663642883,0.6004144009202719,0.980769706889987,0.13,0.08666666666666667
600,500,40,176,0.026260320097208023,0.35794966854155064,0.0021818801760673523,0.6098008286207914,0.9961926974356174,0.24,0.23333333333333328
600,500,40,177,0.02504510059952736,0.3616322726011276,0.002422412857413292,0.5990423802286386,0.9881421662867069,0.33999999999999997,0.3383333333333334
600,500,40,178,0.02593984082341194,0.3610120192170143,0.0032458342611789703,0.6031136345118284,0.9933113288134336,0.30333333333333334,0.30166666666666664
600,500,40,179,0.025925977155566216,0.3583123702555895,0.002230202779173851,0.601204190403223,0.9876727405935526,0.18999999999999995,0.17166666666666663
